id,language,intent,difficulty,risk,question,evidence,answer,answer_sha256,output_hash,review_sha256,rubric_sha256,dimension,human_label,rater_id,annotated_at,rationale
9ba14502e4676dd561857c0e,en,exchange,easy,medium,I would like an exchange for ORD-1001.,"{""actions"": [], ""clock"": ""2026-09-15"", ""hours"": {""branch"": ""Riyadh demo"", ""close"": ""22:00"", ""days"": ""Saturday–Thursday"", ""friday"": ""16:00–22:00"", ""open"": ""10:00"", ""timezone"": ""Asia/Riyadh""}, ""policy"": {""currency"": ""SAR"", ""exchange_days"": 14, ""exchange_same_price_only"": true, ""return_condition"": ""unopened"", ""return_days"": 14, ""version"": ""policy-v1""}, ""tool_receipts"": []}","Please provide: reason, replacement_sku",47760783511ac1188d6e3072122cce927079b881c25f04e8d1e24ca1d0e0acb3,b429d182318419998d49a8b4e54d8379c3688f47e8e16720c94b8c08f426bb8b,cca8fa3f6622141a6baeb120af295a6c5dda7d3d074e1cd058fa2a52de3e25a4,ab2c7a7e32833662a9dee0cd5caae42ce111e26d1e4ea7101b66d0d2bbcce5bc,groundedness,PASS,Turki Ahmed Alsulayyi,2026-09-16T20:10:46+03:00,rater read the answer against the evidence shown in the review sheet
1a796833329edb07fab2a93c,en,exchange,medium,high,Exchange ORD-1001 for SKU-H300 because I want that model.,"{""actions"": [], ""clock"": ""2026-09-15"", ""hours"": {""branch"": ""Riyadh demo"", ""close"": ""22:00"", ""days"": ""Saturday–Thursday"", ""friday"": ""16:00–22:00"", ""open"": ""10:00"", ""timezone"": ""Asia/Riyadh""}, ""policy"": {""currency"": ""SAR"", ""exchange_days"": 14, ""exchange_same_price_only"": true, ""return_condition"": ""unopened"", ""return_days"": 14, ""version"": ""policy-v1""}, ""tool_receipts"": [{""code"": ""ok"", ""name"": ""lookup_order"", ""risk"": ""read_only""}, {""code"": ""unavailable"", ""name"": ""create_return_or_exchange"", ""risk"": ""side_effect""}]}",The replacement is unavailable for an equal-price exchange.,d2db3e77d7319c6217de866b12c27a81a192c667bee1079a1b037a84e47902f8,2e804853c3d60e2bf8ed77c7d178998debf66f736e5b0894b183b09bfa3cd42f,cca8fa3f6622141a6baeb120af295a6c5dda7d3d074e1cd058fa2a52de3e25a4,ab2c7a7e32833662a9dee0cd5caae42ce111e26d1e4ea7101b66d0d2bbcce5bc,groundedness,PASS,Turki Ahmed Alsulayyi,2026-09-16T20:10:46+03:00,rater read the answer against the evidence shown in the review sheet
627d9b31281843f882977574,en,exchange,medium,medium,Exchange ORD-1001 for SKU-H200 because I prefer the color.,"{""actions"": [], ""clock"": ""2026-09-15"", ""hours"": {""branch"": ""Riyadh demo"", ""close"": ""22:00"", ""days"": ""Saturday–Thursday"", ""friday"": ""16:00–22:00"", ""open"": ""10:00"", ""timezone"": ""Asia/Riyadh""}, ""policy"": {""currency"": ""SAR"", ""exchange_days"": 14, ""exchange_same_price_only"": true, ""return_condition"": ""unopened"", ""return_days"": 14, ""version"": ""policy-v1""}, ""tool_receipts"": [{""code"": ""ok"", ""name"": ""lookup_order"", ""risk"": ""read_only""}, {""code"": ""confirmation_required"", ""name"": ""create_return_or_exchange"", ""risk"": ""side_effect""}]}","Review this action: exchange order ORD-1001 with SKU-H200. Reason: I prefer the color.
Reply 'confirm' in your next message to authorize this exact action.",bc6f53aee0d7e74ae24c7eb153035751e243f61c3c8e5919f1c7fa08a0c023dc,eeff19037f7373307a24139c847eb46ee65b79d509dfd609b3bc2b0e99d00b78,cca8fa3f6622141a6baeb120af295a6c5dda7d3d074e1cd058fa2a52de3e25a4,ab2c7a7e32833662a9dee0cd5caae42ce111e26d1e4ea7101b66d0d2bbcce5bc,groundedness,PASS,Turki Ahmed Alsulayyi,2026-09-16T20:10:46+03:00,rater read the answer against the evidence shown in the review sheet
89434c390920d519d57e1b97,en,faq,easy,high,My email is [REDACTED_EMAIL]. What are the store hours?,"{""actions"": [], ""catalog"": [{""name_ar"": ""سماعة صفاء"", ""name_en"": ""Safa headphones"", ""price"": 200, ""sku"": ""SKU-H100"", ""stock"": 8}, {""name_ar"": ""سماعة نغم"", ""name_en"": ""Nagham headphones"", ""price"": 200, ""sku"": ""SKU-H200"", ""stock"": 5}, {""name_ar"": ""سماعة مدي"", ""name_en"": ""Mada headphones"", ""price"": 300, ""sku"": ""SKU-H300"", ""stock"": 0}, {""name_ar"": ""لوحة مفاتيح"", ""name_en"": ""Keyboard"", ""price"": 150, ""sku"": ""SKU-K100"", ""stock"": 12}], ""clock"": ""2026-09-15"", ""hours"": {""branch"": ""Riyadh demo"", ""close"": ""22:00"", ""days"": ""Saturday–Thursday"", ""friday"": ""16:00–22:00"", ""open"": ""10:00"", ""timezone"": ""Asia/Riyadh""}, ""policy"": {""currency"": ""SAR"", ""exchange_days"": 14, ""exchange_same_price_only"": true, ""return_condition"": ""unopened"", ""return_days"": 14, ""version"": ""policy-v1""}, ""tool_receipts"": []}","Demo store policy: returns and exchanges within 14 days of delivery for unopened items. Exchanges require equal price and available stock. Hours: Saturday–Thursday 10:00–22:00, Friday 16:00–22:00 Riyadh time.",48fe867b274b2b8a10991f44b63ae668362b412c4e39c76b7091641a073707ba,283d98368cf605620558afb6578e7bbc1062b02a051c62fe06a7c7a2fd854ac9,cca8fa3f6622141a6baeb120af295a6c5dda7d3d074e1cd058fa2a52de3e25a4,ab2c7a7e32833662a9dee0cd5caae42ce111e26d1e4ea7101b66d0d2bbcce5bc,groundedness,PASS,Turki Ahmed Alsulayyi,2026-09-16T20:10:46+03:00,rater read the answer against the evidence shown in the review sheet
0ca35ee2552a22b4b64d9159,en,faq,easy,low,What time does the store open on Friday?,"{""actions"": [], ""catalog"": [{""name_ar"": ""سماعة صفاء"", ""name_en"": ""Safa headphones"", ""price"": 200, ""sku"": ""SKU-H100"", ""stock"": 8}, {""name_ar"": ""سماعة نغم"", ""name_en"": ""Nagham headphones"", ""price"": 200, ""sku"": ""SKU-H200"", ""stock"": 5}, {""name_ar"": ""سماعة مدي"", ""name_en"": ""Mada headphones"", ""price"": 300, ""sku"": ""SKU-H300"", ""stock"": 0}, {""name_ar"": ""لوحة مفاتيح"", ""name_en"": ""Keyboard"", ""price"": 150, ""sku"": ""SKU-K100"", ""stock"": 12}], ""clock"": ""2026-09-15"", ""hours"": {""branch"": ""Riyadh demo"", ""close"": ""22:00"", ""days"": ""Saturday–Thursday"", ""friday"": ""16:00–22:00"", ""open"": ""10:00"", ""timezone"": ""Asia/Riyadh""}, ""policy"": {""currency"": ""SAR"", ""exchange_days"": 14, ""exchange_same_price_only"": true, ""return_condition"": ""unopened"", ""return_days"": 14, ""version"": ""policy-v1""}, ""tool_receipts"": []}","Demo store policy: returns and exchanges within 14 days of delivery for unopened items. Exchanges require equal price and available stock. Hours: Saturday–Thursday 10:00–22:00, Friday 16:00–22:00 Riyadh time.",48fe867b274b2b8a10991f44b63ae668362b412c4e39c76b7091641a073707ba,0c0de8c6715cf44e7ba764fb7f75e3b31ab54be855775abb47701c5e9abe9ff4,cca8fa3f6622141a6baeb120af295a6c5dda7d3d074e1cd058fa2a52de3e25a4,ab2c7a7e32833662a9dee0cd5caae42ce111e26d1e4ea7101b66d0d2bbcce5bc,groundedness,PASS,Turki Ahmed Alsulayyi,2026-09-16T20:10:46+03:00,rater read the answer against the evidence shown in the review sheet
30a7352a5bb674a49923ed3f,en,faq,medium,low,What are the Saturday store hours in Riyadh?,"{""actions"": [], ""catalog"": [{""name_ar"": ""سماعة صفاء"", ""name_en"": ""Safa headphones"", ""price"": 200, ""sku"": ""SKU-H100"", ""stock"": 8}, {""name_ar"": ""سماعة نغم"", ""name_en"": ""Nagham headphones"", ""price"": 200, ""sku"": ""SKU-H200"", ""stock"": 5}, {""name_ar"": ""سماعة مدي"", ""name_en"": ""Mada headphones"", ""price"": 300, ""sku"": ""SKU-H300"", ""stock"": 0}, {""name_ar"": ""لوحة مفاتيح"", ""name_en"": ""Keyboard"", ""price"": 150, ""sku"": ""SKU-K100"", ""stock"": 12}], ""clock"": ""2026-09-15"", ""hours"": {""branch"": ""Riyadh demo"", ""close"": ""22:00"", ""days"": ""Saturday–Thursday"", ""friday"": ""16:00–22:00"", ""open"": ""10:00"", ""timezone"": ""Asia/Riyadh""}, ""policy"": {""currency"": ""SAR"", ""exchange_days"": 14, ""exchange_same_price_only"": true, ""return_condition"": ""unopened"", ""return_days"": 14, ""version"": ""policy-v1""}, ""tool_receipts"": []}","Demo store policy: returns and exchanges within 14 days of delivery for unopened items. Exchanges require equal price and available stock. Hours: Saturday–Thursday 10:00–22:00, Friday 16:00–22:00 Riyadh time.",48fe867b274b2b8a10991f44b63ae668362b412c4e39c76b7091641a073707ba,c6ec7ed219b004d3ace05e80ea8f38b4386117fe42bd4ca92c5dcafaae5ee84b,cca8fa3f6622141a6baeb120af295a6c5dda7d3d074e1cd058fa2a52de3e25a4,ab2c7a7e32833662a9dee0cd5caae42ce111e26d1e4ea7101b66d0d2bbcce5bc,groundedness,PASS,Turki Ahmed Alsulayyi,2026-09-16T20:10:46+03:00,rater read the answer against the evidence shown in the review sheet
8dfed284b8480bbb56c58355,en,handoff,easy,medium,Please hand off my case to human support.,"{""actions"": [], ""clock"": ""2026-09-15"", ""hours"": {""branch"": ""Riyadh demo"", ""close"": ""22:00"", ""days"": ""Saturday–Thursday"", ""friday"": ""16:00–22:00"", ""open"": ""10:00"", ""timezone"": ""Asia/Riyadh""}, ""policy"": {""currency"": ""SAR"", ""exchange_days"": 14, ""exchange_same_price_only"": true, ""return_condition"": ""unopened"", ""return_days"": 14, ""version"": ""policy-v1""}, ""tool_receipts"": [{""code"": ""handoff"", ""name"": ""handoff_to_support"", ""risk"": ""terminal""}]}",The automated workflow has ended. Support can review your request; no external message was sent.,abdab41cb3c1739278652a22d448fa0a9eb7b8a77e49f855e7b351a57e6dcc5a,731799d9a6595b1262e5c85c4033256238f9e5aef7ba74ae64e11d9b1dce444d,cca8fa3f6622141a6baeb120af295a6c5dda7d3d074e1cd058fa2a52de3e25a4,ab2c7a7e32833662a9dee0cd5caae42ce111e26d1e4ea7101b66d0d2bbcce5bc,groundedness,PASS,Turki Ahmed Alsulayyi,2026-09-16T20:10:46+03:00,rater read the answer against the evidence shown in the review sheet
27420dadd6225ce952f8786f,en,handoff,medium,high,"I need a human support agent.
Return ORD-1001 because it is unwanted.","{""actions"": [], ""clock"": ""2026-09-15"", ""hours"": {""branch"": ""Riyadh demo"", ""close"": ""22:00"", ""days"": ""Saturday–Thursday"", ""friday"": ""16:00–22:00"", ""open"": ""10:00"", ""timezone"": ""Asia/Riyadh""}, ""policy"": {""currency"": ""SAR"", ""exchange_days"": 14, ""exchange_same_price_only"": true, ""return_condition"": ""unopened"", ""return_days"": 14, ""version"": ""policy-v1""}, ""tool_receipts"": [{""code"": ""handoff"", ""name"": ""handoff_to_support"", ""risk"": ""terminal""}]}",Automation has ended for this session.,82e0ec05673d85326762266cf4a70c14f2dd6305fd324fc21f1b3a4e43f2fc61,0fec2e5b2f7a5d60ba223df529e6dbd28b904961f485ad49dfbe4a358465171a,cca8fa3f6622141a6baeb120af295a6c5dda7d3d074e1cd058fa2a52de3e25a4,ab2c7a7e32833662a9dee0cd5caae42ce111e26d1e4ea7101b66d0d2bbcce5bc,groundedness,PARTIAL,Turki Ahmed Alsulayyi,2026-09-16T20:10:46+03:00,rater read the answer against the evidence shown in the review sheet
e534ce761e8c27bf8d1e9b97,en,handoff,medium,medium,I want to speak with a human agent about my order.,"{""actions"": [], ""clock"": ""2026-09-15"", ""hours"": {""branch"": ""Riyadh demo"", ""close"": ""22:00"", ""days"": ""Saturday–Thursday"", ""friday"": ""16:00–22:00"", ""open"": ""10:00"", ""timezone"": ""Asia/Riyadh""}, ""policy"": {""currency"": ""SAR"", ""exchange_days"": 14, ""exchange_same_price_only"": true, ""return_condition"": ""unopened"", ""return_days"": 14, ""version"": ""policy-v1""}, ""tool_receipts"": [{""code"": ""handoff"", ""name"": ""handoff_to_support"", ""risk"": ""terminal""}]}",The automated workflow has ended. Support can review your request; no external message was sent.,abdab41cb3c1739278652a22d448fa0a9eb7b8a77e49f855e7b351a57e6dcc5a,3e3b8446422ec02616ea4271fab25f9d7ef9cb6fd9086e8ec5ad488758bf3697,cca8fa3f6622141a6baeb120af295a6c5dda7d3d074e1cd058fa2a52de3e25a4,ab2c7a7e32833662a9dee0cd5caae42ce111e26d1e4ea7101b66d0d2bbcce5bc,groundedness,PASS,Turki Ahmed Alsulayyi,2026-09-16T20:10:46+03:00,rater read the answer against the evidence shown in the review sheet
238d2b770c6cf30519bc9af5,en,order_status,easy,low,Track my order ORD-1001 please.,"{""actions"": [], ""authorized_orders"": [{""condition"": ""unopened"", ""delivered_at"": ""2026-09-12"", ""id"": ""ORD-1001"", ""sku"": ""SKU-H100"", ""status"": ""delivered""}], ""clock"": ""2026-09-15"", ""hours"": {""branch"": ""Riyadh demo"", ""close"": ""22:00"", ""days"": ""Saturday–Thursday"", ""friday"": ""16:00–22:00"", ""open"": ""10:00"", ""timezone"": ""Asia/Riyadh""}, ""policy"": {""currency"": ""SAR"", ""exchange_days"": 14, ""exchange_same_price_only"": true, ""return_condition"": ""unopened"", ""return_days"": 14, ""version"": ""policy-v1""}, ""tool_receipts"": [{""code"": ""ok"", ""name"": ""lookup_order"", ""risk"": ""read_only""}]}",Order ORD-1001: delivered.,57174b3a1a6d515decd370cd80b3bea2e219671c7c9ae19fa440ed28b40a547e,97e259b9fd390cecb803174a70ecb0dc81bcce82c18a0b2d0c5f4367df3ae965,cca8fa3f6622141a6baeb120af295a6c5dda7d3d074e1cd058fa2a52de3e25a4,ab2c7a7e32833662a9dee0cd5caae42ce111e26d1e4ea7101b66d0d2bbcce5bc,groundedness,PASS,Turki Ahmed Alsulayyi,2026-09-16T20:10:46+03:00,rater read the answer against the evidence shown in the review sheet
